timestamp,HR,MAP,SpO2,Temp,RR
3128,83.61,97.14,97.87,37.52,18.43
3129,82.65,94.25,97.22,37.5,18.1
3130,83.3,99.86,97.77,37.47,19.16
3131,83.41,96.9,97.43,37.56,18.38
3132,80.03,89.14,97.67,37.62,18.42
3133,86.49,88.65,98.02,37.62,15.63
3134,83.59,84.42,98.18,37.57,17.44
3135,84.4,86.78,98.89,37.57,19.02
3136,85.43,93.03,97.73,37.56,18.93
3137,81.49,93.07,98.39,37.44,17.32
3138,84.48,83.57,98.15,37.59,16.7
3139,83.01,93.0,98.65,37.51,18.41
3140,85.25,90.35,98.29,37.44,15.37
3141,79.31,88.13,97.5,37.61,17.13
3142,83.37,91.51,97.14,37.51,20.04
3143,82.37,88.7,98.16,37.59,19.73
3144,84.45,90.53,97.74,37.66,18.78
3145,84.53,86.53,97.51,37.48,18.6
3146,82.18,90.3,97.37,37.58,16.34
3147,82.18,84.83,98.08,37.39,17.55
3148,83.39,94.54,98.75,37.73,18.0
3149,81.83,86.78,97.8,37.44,17.58
3150,85.31,91.61,98.3,37.52,17.95
3151,82.9,87.55,97.95,37.71,19.6
3152,77.83,94.13,97.36,37.55,17.76
3153,82.9,92.13,98.37,37.46,17.97
3154,81.58,88.63,97.45,37.65,19.05
3155,80.4,93.0,98.01,37.65,16.89
3156,81.2,94.14,97.83,37.51,17.47
3157,83.9,90.77,98.45,37.53,17.58
3158,86.34,96.52,97.47,37.54,18.37
3159,84.32,98.11,98.2,37.56,17.97
3160,82.49,91.57,97.58,37.39,18.01
3161,84.62,89.3,97.74,37.56,17.66
3162,82.8,87.39,96.18,37.76,17.25
3163,82.34,94.15,99.05,37.49,18.94
3164,81.42,94.76,98.28,37.52,17.99
3165,80.24,87.57,97.62,37.46,18.95
3166,82.97,86.3,97.44,37.64,17.22
3167,84.07,86.76,97.75,37.7,17.67
3168,83.57,94.87,98.36,37.7,18.12
3169,82.94,96.45,97.05,37.46,18.21
3170,81.89,90.14,97.93,37.64,19.09
3171,85.0,89.88,98.89,37.73,17.91
3172,81.16,95.26,97.43,37.64,19.09
3173,85.35,88.45,98.04,37.63,18.72
3174,81.8,93.1,99.1,37.54,18.24
3175,82.31,95.02,98.32,37.61,17.4
3176,80.89,91.6,98.06,37.71,19.11
3177,82.83,90.18,98.25,37.62,17.43
3178,85.79,89.39,97.8,37.46,18.34
3179,84.88,87.78,98.65,37.54,18.3
3180,85.81,91.36,97.8,37.71,18.15
3181,84.9,91.63,97.02,37.62,17.97
3182,81.66,90.08,97.8,37.6,17.54
3183,83.21,92.4,97.52,37.54,16.75
3184,82.32,89.8,97.86,37.71,19.77
3185,86.55,92.16,97.87,37.76,17.88
3186,81.5,84.19,98.6,37.72,18.24
3187,85.69,90.25,98.35,37.74,18.24
3188,85.7,89.79,98.13,37.56,19.47
3189,87.58,98.35,98.0,37.54,20.31
3190,83.11,81.98,97.47,37.58,18.54
3191,85.36,81.87,96.91,37.6,18.23
3192,88.51,98.64,98.06,37.74,17.26
3193,82.71,91.86,98.4,37.71,16.94
3194,80.89,85.76,97.95,37.65,16.61
3195,80.2,87.79,97.73,37.45,17.59
3196,85.4,92.26,98.23,37.43,16.3
3197,80.21,87.95,97.96,37.62,19.47
3198,83.24,83.6,98.84,37.69,18.82
3199,84.87,86.43,98.62,37.59,18.15
3200,84.37,95.3,98.48,37.79,19.51
3201,84.86,89.56,98.38,37.49,17.33
3202,84.46,88.96,97.35,37.48,17.58
3203,86.58,84.01,98.33,37.54,16.47
3204,82.13,86.72,98.19,37.53,19.18
3205,82.69,86.23,98.3,37.66,17.6
3206,82.5,88.94,98.25,37.56,18.43
3207,85.72,79.89,98.23,37.45,19.42
3208,85.86,87.51,99.35,37.69,19.79
3209,84.97,94.92,97.96,37.43,18.39
3210,86.44,79.6,98.47,37.5,18.8
3211,81.73,89.74,97.76,37.44,17.52
3212,87.43,94.83,98.4,37.63,20.11
3213,87.15,90.82,98.47,37.63,18.26
3214,85.58,83.65,98.18,37.8,18.51
3215,87.68,91.19,98.83,37.7,18.02
3216,80.81,96.0,97.56,37.75,19.63
3217,83.08,94.63,97.76,37.64,18.63
3218,82.67,84.16,98.11,37.51,19.2
3219,85.59,92.24,98.44,37.62,18.79
3220,82.05,92.95,98.09,37.67,18.22
3221,85.67,89.41,98.64,37.68,19.37
3222,86.91,90.56,97.67,37.56,18.79
3223,85.57,83.63,97.43,37.66,17.49
3224,84.75,91.1,98.15,37.52,17.46
3225,82.21,91.09,97.96,37.51,18.6
3226,82.5,92.6,98.27,37.5,19.36
3227,86.7,88.86,97.99,37.62,20.09
3228,85.77,83.31,97.83,37.5,16.68
3229,84.14,91.85,97.96,37.57,18.48
3230,83.39,96.48,98.01,37.71,18.95
3231,80.18,89.98,97.85,37.51,18.76
3232,82.1,93.02,97.9,37.57,19.47
3233,88.07,90.19,97.8,37.62,19.12
3234,81.7,89.06,98.43,37.64,17.48
3235,84.64,81.52,98.1,37.57,17.46
3236,86.29,90.21,99.13,37.7,18.79
3237,81.77,86.06,98.08,37.68,19.47
3238,84.66,90.2,97.72,37.73,18.62
3239,86.17,81.49,99.34,37.61,16.9
3240,84.33,94.37,98.21,37.57,17.43
3241,90.05,89.44,98.5,37.55,19.17
3242,80.98,89.97,98.3,37.65,18.14
3243,86.44,88.51,98.31,37.58,18.6
3244,83.99,94.53,98.27,37.57,19.55
3245,85.88,88.65,97.45,37.58,17.29
3246,85.23,86.92,98.18,37.55,18.08
3247,82.89,86.44,97.34,37.64,17.97
3248,84.82,96.65,97.91,37.48,18.85
3249,80.65,87.74,97.64,37.65,19.27
3250,85.58,89.66,98.18,37.69,17.02
3251,84.98,93.44,98.17,37.57,18.5
3252,85.67,84.41,98.24,37.82,19.37
3253,86.52,87.9,98.14,37.63,16.65
3254,85.14,86.85,97.7,37.47,18.44
3255,84.71,90.75,97.87,37.6,17.29
3256,82.66,89.67,98.46,37.63,17.87
3257,83.01,85.24,98.53,37.67,16.01
3258,86.81,97.95,97.43,37.6,19.91
3259,87.32,89.87,97.23,37.53,18.16
3260,83.98,82.29,97.64,37.52,17.71
3261,84.55,90.12,98.52,37.57,18.85
3262,82.66,91.71,98.61,37.58,17.48
3263,86.82,87.91,97.54,37.52,17.39
3264,85.81,91.5,98.15,37.56,20.04
3265,88.37,89.55,98.92,37.7,20.34
3266,82.74,92.64,98.21,37.8,17.94
3267,83.75,80.59,98.71,37.71,19.6
3268,84.98,91.1,98.5,37.76,18.89
3269,85.81,87.74,97.54,37.73,17.12
3270,84.1,91.5,97.91,37.72,17.61
3271,82.79,89.52,98.02,37.6,20.09
3272,86.31,93.18,98.05,37.65,17.12
3273,85.99,91.66,98.46,37.59,20.83
3274,82.72,95.41,98.2,37.62,17.98
3275,87.28,81.23,96.53,37.64,20.13
3276,86.91,83.27,97.34,37.71,18.25
3277,84.85,95.32,96.91,37.68,19.35
3278,84.75,86.29,98.09,37.62,19.95
3279,85.7,89.52,98.12,37.65,19.95
3280,82.88,89.09,98.14,37.68,17.98
3281,84.67,90.2,97.52,37.71,17.71
3282,80.31,83.07,98.34,37.49,18.48
3283,86.38,91.87,98.36,37.53,17.27
3284,81.51,89.07,97.37,37.75,18.81
3285,87.65,83.18,97.27,37.64,17.75
3286,83.99,93.3,98.0,37.6,19.66
3287,84.23,91.95,98.9,37.62,18.0
3288,83.41,91.51,98.85,37.62,16.83
3289,84.09,92.32,98.28,37.7,19.98
3290,87.51,86.58,97.64,37.53,18.76
3291,79.71,92.53,98.44,37.65,18.61
3292,87.25,84.94,97.77,37.67,19.68
3293,85.38,90.98,97.62,37.69,19.46
3294,82.29,97.15,96.93,37.67,17.83
3295,82.56,83.67,98.05,37.7,18.14
3296,88.08,92.35,97.69,37.59,17.48
3297,82.84,87.06,98.05,37.55,17.13
3298,82.43,90.79,96.85,37.89,19.18
3299,87.02,86.67,98.08,37.62,18.99
3300,85.43,93.39,96.78,37.63,19.36
3301,82.88,93.64,98.54,37.72,19.88
3302,85.2,91.44,98.26,37.81,19.38
3303,82.72,89.42,97.86,37.6,19.47
3304,86.98,82.54,98.28,37.55,16.53
3305,86.91,96.87,97.51,37.53,18.3
3306,85.86,95.5,98.04,37.81,19.58
3307,85.53,85.12,98.4,37.55,17.45
3308,88.33,93.7,96.45,37.65,18.71
3309,84.82,96.56,97.78,37.56,19.14
3310,82.46,97.61,97.99,37.51,19.06
3311,85.73,82.03,97.9,37.63,18.99
3312,89.01,95.47,98.73,37.56,19.22
3313,82.82,93.05,97.44,37.59,18.81
3314,84.13,87.73,97.69,37.86,17.17
3315,85.7,86.84,97.04,37.7,19.14
3316,84.76,87.98,98.76,37.75,18.92
3317,82.92,89.92,97.88,37.74,17.18
3318,87.13,87.58,97.78,37.65,20.02
3319,89.54,84.79,97.97,37.62,19.17
3320,85.29,88.52,98.32,37.69,17.26
3321,83.1,84.35,98.17,37.68,17.83
3322,81.82,89.83,99.32,37.6,18.08
3323,85.44,86.35,98.23,37.67,18.08
3324,87.14,88.54,97.77,37.59,18.94
3325,85.89,91.91,97.72,37.65,17.67
3326,84.94,82.86,97.8,37.63,19.78
3327,83.78,97.71,97.25,37.54,19.7
3328,82.78,95.45,98.02,37.43,19.28
3329,86.64,92.19,98.39,37.57,18.7
3330,86.81,91.73,97.69,37.85,19.6
3331,81.89,87.3,97.6,37.63,18.39
3332,88.17,87.6,98.76,37.74,17.94
3333,86.15,93.54,97.29,37.45,19.86
3334,87.81,90.51,96.97,37.57,18.99
3335,82.33,86.57,97.42,37.53,17.99
3336,82.29,97.59,97.23,37.65,18.25
3337,84.73,90.22,98.19,37.91,17.94
3338,86.04,86.58,97.82,37.72,20.7
3339,88.64,91.04,97.89,37.84,18.68
3340,86.46,87.74,98.58,37.64,18.84
3341,84.57,87.82,97.65,37.81,19.4
3342,83.01,98.2,98.39,37.88,17.47
3343,87.54,91.79,98.76,37.66,19.78
3344,83.15,89.37,97.77,37.62,18.08
3345,88.35,89.23,98.37,37.54,20.52
3346,84.53,92.49,97.88,37.64,18.38
3347,88.29,92.01,98.46,37.68,19.73
3348,86.47,91.56,97.21,37.88,16.2
3349,84.85,92.6,97.18,37.55,17.52
3350,84.09,86.19,97.8,37.68,18.41
3351,84.45,87.21,97.56,37.49,16.67
3352,86.0,89.61,97.74,37.63,19.31
3353,85.3,98.68,97.89,37.71,19.02
3354,83.97,86.48,98.36,37.73,17.72
3355,84.83,97.76,97.8,37.74,18.69
3356,85.33,90.51,97.59,37.72,19.52
3357,80.92,90.08,97.82,37.74,16.61
3358,86.1,90.37,97.62,37.68,17.44
3359,83.24,94.17,97.53,37.57,18.38
3360,82.9,89.81,97.19,37.5,18.74
3361,81.84,93.52,98.03,37.63,18.66
3362,81.63,89.82,97.72,37.67,19.61
3363,82.51,88.1,98.48,37.81,19.2
3364,83.81,91.42,97.28,37.67,19.43
3365,89.15,88.38,97.73,37.66,17.34
3366,84.2,90.64,98.91,37.72,18.88
3367,85.61,96.74,97.53,37.66,18.43
3368,86.06,94.08,97.88,37.77,20.2
3369,85.53,88.12,97.39,37.88,18.91
3370,85.12,86.93,97.33,37.9,18.07
3371,82.89,86.59,98.77,37.7,19.6
3372,88.19,87.16,98.09,37.72,19.31
3373,88.91,87.44,98.07,37.84,17.93
3374,81.94,85.47,97.15,37.67,18.4
3375,83.27,87.23,98.18,37.76,18.42
3376,84.76,82.23,98.58,37.57,19.98
3377,83.4,90.62,98.57,37.66,18.96
3378,86.35,92.72,98.33,37.8,19.48
3379,83.89,90.06,97.44,37.62,18.27
3380,89.68,88.17,98.16,37.68,19.1
3381,87.74,83.06,98.33,37.53,20.07
3382,85.79,79.75,97.1,37.89,18.4
3383,87.43,86.22,97.44,37.82,18.88
3384,87.59,83.06,98.44,37.71,17.41
3385,84.26,93.57,98.44,37.74,18.01
3386,83.77,87.72,97.23,37.73,18.44
3387,85.56,100.64,98.4,37.83,17.71
3388,87.14,93.86,98.05,37.64,20.1
3389,85.7,89.9,98.39,37.77,17.94
3390,82.27,83.11,97.68,37.8,19.57
3391,83.83,97.35,98.32,37.82,18.97
3392,85.29,84.82,98.42,37.47,18.82
3393,85.3,88.48,97.82,37.64,20.27
3394,89.4,96.35,98.01,37.6,16.53
3395,82.69,94.24,97.68,37.71,18.59
3396,86.48,93.27,98.83,37.5,17.71
3397,88.46,91.87,97.94,37.49,16.83
3398,90.03,91.57,97.54,37.92,17.6
3399,84.69,97.45,97.64,37.76,18.82
3400,86.49,90.04,98.06,37.71,18.08
3401,86.65,87.5,98.38,37.74,19.7
3402,85.91,82.0,97.33,37.72,18.59
3403,85.33,89.26,98.92,37.8,18.48
3404,86.4,91.41,98.15,37.64,18.49
3405,80.48,89.25,98.23,37.72,18.71
3406,86.91,84.11,97.95,37.73,18.39
3407,85.81,93.78,98.01,37.6,17.96
3408,85.12,89.69,97.93,37.83,19.81
3409,89.66,96.59,98.51,37.66,18.19
3410,84.23,89.47,98.0,37.81,18.44
3411,84.78,80.62,98.38,37.72,19.25
3412,89.58,91.22,97.78,37.87,19.14
3413,83.94,92.47,98.1,37.6,17.93
3414,84.51,82.13,97.6,37.6,19.58
3415,85.32,89.96,98.61,37.62,19.37
3416,87.3,89.18,97.58,37.72,19.01
3417,86.05,91.22,97.84,37.86,18.4
3418,83.05,92.25,97.84,37.87,18.43
3419,84.58,88.14,97.82,37.48,18.64
3420,84.44,99.66,98.36,37.74,17.61
3421,85.51,89.09,97.84,37.39,18.8
3422,86.52,88.82,98.7,37.79,19.74
3423,86.51,91.07,97.59,37.82,19.72
3424,82.13,89.92,98.08,37.71,18.47
3425,87.82,84.93,97.61,37.72,19.91
3426,86.2,83.15,98.21,37.72,20.76
3427,88.47,90.87,97.99,37.64,18.54
3428,86.6,82.97,97.92,37.76,19.55
3429,87.92,102.16,98.59,37.69,16.6
3430,86.66,91.01,97.67,37.81,17.6
3431,88.43,90.05,98.29,37.7,18.95
3432,86.79,90.98,97.62,37.63,17.86
3433,85.55,86.45,98.06,37.56,20.91
3434,90.3,91.48,97.4,37.53,19.47
3435,87.54,79.53,97.67,37.85,19.84
3436,86.92,92.33,97.96,37.67,18.84
3437,83.23,93.98,98.91,37.75,17.87
3438,83.21,86.76,98.05,37.9,18.36
3439,86.38,88.35,98.83,37.66,19.13
3440,86.09,82.32,98.11,37.66,18.24
3441,84.58,91.23,97.81,37.71,19.55
3442,86.1,85.9,98.77,37.72,19.6
3443,89.0,95.01,98.22,37.91,18.89
3444,87.22,92.91,97.68,37.88,17.06
3445,83.56,80.31,98.24,37.78,20.61
3446,85.62,85.9,97.85,37.87,18.68
3447,84.25,87.04,97.01,37.71,21.6
3448,85.09,90.76,98.47,37.75,19.55
3449,85.04,90.87,98.55,37.69,18.69
3450,84.92,91.08,98.92,37.6,19.35
3451,83.37,88.38,98.21,37.85,16.88
3452,85.64,87.05,97.88,37.78,19.93
3453,84.78,87.84,98.42,37.73,21.47
3454,80.05,89.26,98.42,37.73,16.82
3455,90.02,92.44,98.82,37.58,18.62
3456,88.1,89.74,97.98,37.63,18.81
3457,85.18,88.89,97.92,37.76,19.79
3458,85.98,96.94,97.64,37.68,21.02
3459,83.6,92.13,98.27,37.71,19.3
3460,89.34,97.14,97.23,37.72,21.06
3461,89.75,91.64,98.39,37.66,19.09
3462,86.28,87.52,98.29,37.63,19.38
3463,88.02,98.3,98.29,37.57,19.25
3464,86.33,93.74,98.07,37.72,20.15
3465,83.32,85.68,98.77,37.79,18.51
3466,85.17,94.51,98.44,37.57,19.75
3467,86.27,85.08,97.7,37.73,17.7
3468,85.1,87.08,97.71,37.76,18.65
3469,85.58,84.66,97.56,37.64,18.3
3470,85.84,97.22,98.28,37.88,19.03
3471,85.87,94.65,97.5,37.7,18.63
3472,86.15,85.1,98.54,37.73,20.08
3473,83.93,96.13,98.66,37.72,18.07
3474,84.62,81.1,97.56,37.56,17.22
3475,83.5,92.51,97.91,37.84,17.59
3476,88.03,87.89,98.01,37.64,19.95
3477,81.87,95.96,98.44,37.72,17.99
3478,88.39,91.11,98.8,37.8,19.35
3479,88.87,96.06,97.16,37.89,18.66
3480,85.5,96.22,97.84,37.63,19.78
3481,80.9,86.55,97.87,37.7,18.73
3482,85.4,91.02,97.3,37.88,21.73
3483,86.0,96.34,97.76,37.79,20.86
3484,84.11,84.6,98.21,37.81,18.65
3485,85.11,93.86,97.86,37.64,18.52
3486,89.21,87.68,97.23,37.71,22.11
3487,87.49,92.45,99.44,37.73,17.9
3488,84.31,84.08,98.13,37.66,18.92
3489,82.98,93.7,98.06,37.58,19.0
3490,85.52,82.99,97.45,37.69,18.98
3491,85.76,87.27,98.13,37.88,17.24
3492,87.19,88.53,97.92,37.75,19.48
3493,85.13,96.03,97.06,37.88,18.02
3494,87.23,85.18,97.46,37.77,20.42
3495,90.09,87.97,98.4,37.67,17.53
3496,87.85,93.43,98.97,37.88,19.05
3497,86.13,95.72,98.18,37.77,16.78
3498,85.87,91.6,98.55,37.85,16.84
3499,85.53,98.11,97.92,37.64,18.16
3500,88.61,87.13,97.96,37.85,18.3
3501,85.01,90.16,98.55,37.86,20.47
3502,86.36,91.91,98.83,37.78,18.96
3503,86.38,85.09,98.65,37.67,20.3
3504,85.28,95.66,97.47,37.75,18.63
3505,83.55,94.17,97.97,37.81,19.62
3506,86.94,94.31,98.14,37.78,18.29
3507,86.18,95.15,97.87,37.81,18.22
3508,87.31,86.22,98.19,37.86,17.2
3509,85.25,88.17,98.41,37.69,19.35
3510,88.77,89.27,98.5,37.64,19.28
3511,84.58,80.96,98.84,37.75,19.8
3512,89.77,91.23,97.84,37.72,19.24
3513,82.86,91.69,97.32,37.84,21.05
3514,87.23,96.83,98.18,37.65,19.2
3515,87.32,85.24,98.94,37.86,20.02
3516,84.78,95.65,97.76,37.89,18.71
3517,87.23,90.25,98.34,37.76,18.13
3518,88.95,89.88,98.35,37.77,19.75
3519,81.96,84.42,98.1,37.68,18.95
3520,87.41,90.24,98.0,37.71,19.87
3521,81.42,98.85,97.54,37.72,19.4
3522,84.49,91.21,96.86,37.91,18.25
3523,89.68,100.01,97.44,37.75,20.12
3524,85.27,86.65,97.8,37.63,18.18
3525,84.09,82.32,98.55,37.79,19.68
3526,86.05,90.89,97.95,37.85,20.33
3527,90.59,86.3,97.74,37.76,18.67
3528,82.8,88.23,97.55,37.91,20.21
3529,84.37,88.78,98.33,37.84,19.46
3530,89.47,96.28,98.68,37.66,19.91
3531,90.2,91.68,98.53,37.71,18.23
3532,86.29,81.87,98.3,37.79,19.28
3533,84.02,88.83,97.26,37.6,17.66
3534,90.7,91.64,97.82,37.8,20.78
3535,89.7,86.8,98.97,37.59,17.06
3536,87.88,88.44,98.56,37.87,18.72
3537,84.91,88.43,97.23,37.86,18.14
3538,86.44,79.51,97.97,37.82,19.75
3539,86.22,97.33,98.18,37.7,21.0
3540,87.21,91.39,97.62,37.79,19.74
3541,89.46,88.95,96.85,37.72,22.04
3542,88.33,89.33,98.05,37.67,17.71
3543,84.42,91.76,97.61,37.74,17.79
3544,89.34,92.17,97.61,37.84,18.2
3545,87.22,78.86,97.82,37.78,19.21
3546,87.97,89.82,97.93,37.92,18.07
3547,89.54,91.15,98.0,37.85,18.34
3548,84.39,87.46,97.56,37.84,19.72
3549,86.55,83.07,97.89,37.61,17.86
3550,85.56,88.58,97.12,37.75,17.97
3551,83.5,87.34,98.16,37.67,18.7
3552,87.34,90.51,96.57,37.76,18.8
3553,91.67,82.93,97.86,37.71,20.12
3554,82.98,81.1,98.46,37.74,18.21
3555,86.6,96.41,97.47,37.88,18.39
3556,87.95,86.03,98.36,37.83,19.69
3557,86.93,95.63,98.58,37.88,19.92
3558,86.46,87.28,96.35,37.62,20.55
3559,84.1,84.34,97.92,37.79,19.59
3560,87.17,81.48,96.56,37.88,19.25
3561,85.2,84.11,97.94,37.93,19.7
3562,82.34,93.36,98.0,37.63,18.86
3563,89.11,99.81,96.76,37.75,18.85
3564,88.65,91.62,98.96,37.89,17.35
3565,86.84,85.56,98.14,37.76,20.02
3566,87.21,83.59,97.58,37.69,19.34
3567,88.9,88.22,98.73,37.63,19.91
3568,87.21,94.88,97.1,37.69,16.32
3569,88.58,93.26,97.39,37.62,19.09
3570,86.18,93.58,96.85,37.79,18.28
3571,89.41,87.64,98.9,37.88,20.64
3572,87.43,89.25,98.17,37.66,19.76
3573,87.19,78.63,98.33,37.81,19.38
3574,84.27,84.48,98.15,37.87,18.72
3575,87.39,94.51,98.29,37.79,19.55
3576,85.16,76.02,98.04,37.63,18.22
3577,85.55,85.02,98.14,37.83,19.06
3578,85.21,93.84,98.05,37.78,18.58
3579,84.71,89.05,97.7,37.77,21.43
3580,91.1,89.95,97.98,37.74,20.63
3581,89.52,88.47,98.14,37.8,20.23
3582,90.71,88.46,98.06,37.84,17.67
3583,84.43,85.53,97.26,38.03,20.03
3584,87.03,91.34,97.33,37.8,19.36
3585,84.3,88.75,98.54,37.94,20.39
3586,85.51,87.98,97.85,37.83,19.5
3587,85.07,92.86,98.29,37.78,19.17
3588,89.39,89.48,97.45,37.81,19.41
3589,86.13,82.89,97.26,37.67,17.37
3590,89.06,91.27,97.58,37.83,18.41
3591,88.14,90.11,97.89,37.6,19.56
3592,91.55,86.62,97.67,37.71,20.32
3593,83.99,91.3,98.65,37.81,18.64
3594,89.48,94.47,98.09,37.92,19.15
3595,89.26,85.84,98.92,37.94,17.59
3596,85.03,81.16,98.2,37.77,20.65
3597,88.99,94.4,96.79,37.81,20.31
3598,87.66,93.49,98.53,37.9,19.85
3599,86.54,88.75,97.25,37.67,19.61
3600,85.36,83.01,98.12,37.84,20.75
3601,85.57,97.92,97.61,37.72,18.4
3602,91.12,91.75,99.07,37.78,18.29
3603,87.03,91.45,98.72,37.76,20.27
3604,88.6,89.79,97.63,37.85,20.2
3605,85.46,86.88,97.94,37.86,18.02
3606,85.49,84.09,98.12,37.89,18.68
3607,89.22,95.73,98.43,37.84,20.9
3608,84.36,84.82,98.01,37.82,19.63
3609,86.24,95.07,97.49,37.99,20.01
3610,87.15,89.03,97.64,37.65,18.06
3611,87.31,91.54,98.0,37.98,19.88
3612,86.73,95.57,98.62,37.78,17.81
3613,87.89,83.2,98.21,37.86,17.25
3614,88.49,87.23,97.61,37.77,19.96
3615,88.58,83.67,98.32,37.74,20.67
3616,85.15,95.83,97.81,37.86,18.98
3617,86.56,83.61,98.45,37.91,18.69
3618,89.53,93.68,99.26,37.86,20.95
3619,88.93,86.78,97.82,37.76,19.04
3620,84.41,89.28,98.4,38.17,19.18
3621,87.86,87.99,97.63,37.93,20.94
3622,83.21,90.38,97.94,37.9,18.89
3623,87.27,97.45,98.01,37.78,18.59
3624,90.98,92.49,97.9,37.75,20.06
3625,85.29,90.6,99.23,37.78,18.54
3626,85.53,95.73,97.85,37.92,19.11
3627,88.73,100.68,98.29,37.71,17.94
3628,84.13,89.42,97.03,37.71,19.44
3629,85.96,102.05,98.22,37.87,19.33
3630,88.42,90.68,98.57,37.85,20.23
3631,85.97,86.92,97.74,37.74,20.12
3632,86.77,85.76,96.74,37.71,19.82
3633,88.74,86.69,97.98,37.96,19.66
3634,88.1,92.6,98.01,37.85,19.2
3635,87.8,81.22,98.36,37.68,19.88
3636,86.59,91.83,99.01,37.69,18.16
3637,88.02,92.09,97.81,37.78,16.93
3638,87.04,86.75,97.57,37.89,20.44
3639,88.21,90.1,97.42,37.88,19.95
3640,86.31,91.79,98.1,37.93,19.15
3641,86.95,88.2,98.24,37.67,20.36
3642,85.34,90.46,97.73,37.84,18.55
3643,87.26,85.76,98.39,37.96,18.58
3644,85.71,86.38,98.23,37.96,18.44
3645,85.11,84.65,98.02,37.86,19.86
3646,87.87,92.51,97.55,38.06,17.71
3647,87.78,91.67,97.76,37.88,18.53
3648,88.93,93.78,96.79,37.93,19.59
3649,86.51,87.54,98.12,37.83,18.09
3650,88.19,95.47,98.01,37.75,18.64
3651,88.49,92.5,98.09,37.74,17.09
3652,88.28,90.34,98.25,37.84,19.91
3653,85.75,89.42,98.19,37.81,18.62
3654,87.71,91.89,97.94,37.65,18.21
3655,88.14,94.68,98.02,37.73,18.02
3656,87.44,92.24,97.3,37.8,18.89
3657,83.26,86.13,97.71,37.9,17.73
3658,87.76,96.79,98.03,37.83,21.26
3659,91.87,85.85,97.63,37.82,16.93
3660,86.73,88.94,98.43,37.73,18.87
3661,86.0,92.99,97.67,37.83,19.43
3662,88.21,87.85,98.11,37.96,18.55
3663,88.1,94.67,98.06,37.85,19.54
3664,89.87,88.6,98.37,37.68,18.53
3665,84.97,85.68,98.45,37.71,20.86
3666,88.96,93.16,98.35,37.89,18.21
3667,88.69,88.36,96.95,37.81,16.98
3668,87.23,79.84,98.6,37.83,18.04
3669,88.2,89.75,98.76,37.77,19.73
3670,89.59,85.26,97.76,37.89,19.22
3671,89.28,94.31,98.12,37.81,20.09
3672,85.26,86.77,97.55,37.82,19.85
3673,89.19,81.33,97.03,37.75,18.71
3674,87.43,95.27,97.63,37.93,18.86
3675,87.71,96.37,97.73,37.82,18.97
3676,87.72,85.93,97.82,37.9,21.24
3677,87.28,89.54,97.52,37.72,20.05
3678,89.97,87.32,97.63,38.01,21.25
3679,87.43,86.38,97.99,37.97,20.2
3680,85.36,91.94,97.61,37.65,19.3
3681,86.82,78.78,98.27,37.76,18.34
3682,87.98,92.76,98.34,37.89,19.57
3683,90.08,86.62,99.19,37.71,19.31
3684,88.84,92.02,98.56,37.83,19.28
3685,85.94,93.96,98.12,37.89,19.16
3686,92.62,86.61,97.69,37.82,17.32
3687,88.19,83.21,98.15,37.9,20.64
3688,90.21,84.75,98.16,37.77,19.33
3689,87.37,89.51,97.74,37.62,17.96
3690,88.74,94.74,98.39,37.94,19.86
3691,89.36,92.37,97.3,37.94,18.53
3692,90.13,95.77,97.88,38.1,19.95
3693,89.82,85.67,98.28,37.63,20.27
3694,89.45,84.83,97.86,37.92,20.41
3695,87.09,87.03,97.9,37.65,19.23
3696,86.58,90.95,97.93,38.02,18.98
3697,88.4,98.1,97.58,37.9,18.77
3698,89.6,94.13,98.59,37.75,18.67
3699,87.3,88.14,97.49,37.93,19.38
3700,89.88,85.94,98.16,37.79,19.19
3701,90.67,91.52,98.21,37.88,18.58
3702,85.94,92.36,97.53,37.87,18.26
3703,86.1,89.42,98.04,38.03,19.3
3704,87.5,91.53,97.55,38.03,18.97
3705,88.41,88.11,98.7,37.79,18.27
3706,86.75,96.73,97.43,37.96,20.24
3707,90.51,97.97,97.67,37.89,21.19
3708,88.66,76.29,97.39,37.71,20.38
3709,87.9,91.53,97.32,37.79,18.7
3710,84.96,79.54,98.8,38.09,19.37
3711,85.2,93.35,98.27,37.89,20.96
3712,88.41,96.23,98.07,37.96,18.25
3713,83.59,88.82,97.67,37.84,20.21
3714,89.88,92.14,98.45,37.8,17.98
3715,87.55,88.47,97.59,37.86,21.11
3716,94.36,93.64,98.4,37.83,19.0
3717,92.5,88.36,97.56,37.71,21.66
3718,87.53,88.88,97.68,37.76,21.16
3719,87.68,87.67,98.38,37.93,19.33
3720,89.89,84.22,98.43,37.82,18.72
3721,91.32,90.2,98.3,37.86,19.64
3722,84.64,88.5,97.48,37.88,19.26
3723,84.35,90.66,97.78,37.89,19.05
3724,86.69,84.69,98.08,37.98,17.79
3725,89.11,88.18,97.58,37.75,18.94
3726,88.94,90.04,98.69,37.92,18.34
3727,90.1,86.21,96.8,37.94,20.01
3728,85.56,89.8,97.61,37.96,20.45
3729,83.34,90.41,97.75,37.72,20.2
3730,89.69,82.76,96.58,37.89,19.8
3731,86.33,93.83,97.3,38.04,18.61
3732,83.96,93.03,98.31,37.86,19.67
3733,88.29,90.7,98.02,37.92,20.26
3734,89.59,99.06,98.79,37.95,18.88
